id,firstname,lastname,company_name,created_by,created_at,updated_at,updated_by,credentials_id,email,job_title_id,job_title_others,phone_number,gender,entrepreneurship,corporate_number,company_registration_type_id,company_registration_type_others,industry_group_id,member_state,accept_subscribe,industry_group_others,email_bk,is_invitation,is_pass_elearning_final_exam,is_pass_advanced_final_exam,login_via,update_profile_at,user_ref,line_id,job_title_group
88901797,pornpavitplus,onehundredtwenty,pornpavit plus one hundred twenty,,2024-01-03 16:28:46,2024-01-04 13:06:09,NULL,1904,bfca451b9b89f38f1ff191c2154b637f6ac4782832dd763f97198f8431a15c78,6,ทดสอบ Job Position,0899999999,male,SME,1234567890123,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-03 16:28:46,NULL,1234567890123,พนักงานบริษัท
88901798,Mix,Odds,comp,,2024-01-04 09:52:27,2024-01-04 15:47:55,NULL,1905,23d8452337c3c8003ec2a9ea858f53880fbac2c5d12f210b6b4f8708e7972cb4,NULL,NULL,1231231203,male,SME,8888888888888,2,NULL,4,MEMBER,1,NULL,,0,0,0,SME,2024-01-04 09:52:27,NULL,,เจ้าของกิจการ
88901799,ปาร์ค,ทดสอบ,Solar Cell Dealer,,2024-01-04 11:48:12,2024-01-09 12:43:12,NULL,1906,63fd8ecf8d0a0c3cc8549389bc0c063ba2c29a647e4f590c0e6b44bba2e749ec,NULL,NULL,0949599541,male,SME,1234567890123,3,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-01-04 11:48:12,NULL,be4deaths,เจ้าของกิจการ
88901800,ผู้สร้าง,บริษัท,This is gona be GoOd,,2024-01-04 14:38:59,2024-01-04 17:15:50,NULL,1907,fdd0f0107e7487ad3a9155d8881db15971678eab89437f78523dea447e38777f,NULL,NULL,0812345678,prefer_not_to_say,SME,2145234545345,1,NULL,3,MEMBER,1,NULL,,0,0,0,SME,2024-01-04 14:38:59,NULL,,เจ้าของกิจการ
88901801,ขิง,สิบเอ็ด,this is gona be GoOd,,2024-01-04 14:41:27,2024-01-04 16:44:52,NULL,1908,50fff9d386ad163c08cdb1a6281739d071678eab89437f78523dea447e38777f,6,-,0814324234,male,SME,2343434234234,1,NULL,3,MEMBER,1,NULL,,0,0,0,SME,2024-01-04 14:41:27,NULL,,พนักงานบริษัท
88901802,Sand,Dy,TEst,,2024-01-04 15:42:14,2024-04-26 08:36:42,NULL,1909,f3b1bdaf23c638480411df6a26b28d361a0a6a7b773027419969e7eb6b0dbbc3,NULL,NULL,,prefer_not_to_say,SME,,2,NULL,9,MEMBER,1,ee,,0,0,0,SME,2024-01-04 15:42:14,NULL,,เจ้าของกิจการ
88901803,lfjvr,vgrdemvf,fewfw,,2024-01-04 16:08:05,2024-02-23 14:58:28,NULL,1910,4c449e1fe8289c8ebf6601372c9412cf6ac4782832dd763f97198f8431a15c78,NULL,NULL,,prefer_not_to_say,SME,,1,NULL,3,MEMBER,1,NULL,,0,0,0,SME,2024-01-04 16:08:05,NULL,,เจ้าของกิจการ
88901804,Pornsawalee,KMUTT,Gasss,,2024-01-05 00:59:58,2024-02-27 16:53:09,NULL,1911,70175e9e2b2c24bae501a194de141336ede79b50b38f9cfe86cabcd6e46c4a8e,1,NULL,0936958801,male,SME,2000000000000,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-05 00:59:58,NULL,,พนักงานบริษัท
88901805,pornpavit,plus one hundred twenty one,pornpavit plus one hundred twenty one,,2024-01-08 10:05:20,2024-01-09 11:44:01,NULL,1912,5d461024fd1595e151734d068cfb13736ac4782832dd763f97198f8431a15c78,NULL,NULL,0899999999,prefer_not_to_say,SME,1234567890123,3,NULL,5,MEMBER,1,NULL,,0,0,0,SME,2024-01-08 10:05:20,NULL,line1234,เจ้าของกิจการ
88901806,nattapol,srirakkullatad,park solarcell,,2024-01-08 11:01:48,2024-01-09 11:26:54,NULL,1913,9ebf7d852c91a342ccafda59f42c97d0a2c29a647e4f590c0e6b44bba2e749ec,NULL,NULL,0949599541,male,SME,1234567890123,3,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-01-08 11:01:48,NULL,be4deaths,เจ้าของกิจการ
88901807,ไข่,ขา,NULL,,2024-01-08 13:03:07,2024-01-12 15:49:02,NULL,1914,28f42f977d5f5b7e3bf7d990e0220310828e5c19a31de1992e7aeed7f92e2bf2,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,SET_MEMBER,NULL,NULL,,0,0,0,SETMEMBER,2024-01-08 13:03:07,7004384,NULL,NULL
88901808,ไก่,กา,NULL,,2024-01-08 13:03:42,2024-01-22 11:00:23,NULL,1915,4d4550c33d12e16ab79dbb7f0f2d3625828e5c19a31de1992e7aeed7f92e2bf2,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,SET_MEMBER,NULL,NULL,,0,0,0,SETMEMBER,2024-01-08 13:03:42,7004383,NULL,NULL
88901809,เยีน,ยีม,NULL,,2024-01-08 13:06:38,2024-01-19 15:10:28,NULL,1916,21621f194553acee13018b19a1b13956828e5c19a31de1992e7aeed7f92e2bf2,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,SET_MEMBER,NULL,NULL,,0,0,0,SETMEMBER,2024-01-08 13:06:38,7004385,NULL,NULL
88901810,อริสา,อุดมขจรกิตติ,NULL,,2024-01-08 13:48:38,2024-01-09 09:34:05,NULL,1917,033df98b2583b3d705849cc03d5125d97b1b51eb8f4be662d5f57e39707ab9b3,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,SET_MEMBER,NULL,NULL,,0,0,0,SETMEMBER,2024-01-08 13:48:38,7004386,NULL,NULL
88901811,อริสา,อุดมขจรกิตติ,NULL,,2024-01-08 13:49:59,2024-01-08 13:49:59,NULL,1918,d6c7d3c47607e73751e242396b5703fc7b1b51eb8f4be662d5f57e39707ab9b3,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,SET_MEMBER,NULL,NULL,,0,0,0,SETMEMBER,2024-01-08 13:49:59,7004387,NULL,NULL
88901812,pornpavit,plus one hundred twenty three,pornpavit plus one hundred twenty three,,2024-01-08 15:46:09,2024-01-23 11:27:16,NULL,1919,6dd0a5715e7290b5338697faa89affcd6ac4782832dd763f97198f8431a15c78,NULL,NULL,0899999999,male,SME,1234567890123,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-08 15:46:09,NULL,line1234,เจ้าของกิจการ
88901813,เกศ,เกษ,NULL,,2024-01-08 22:24:31,2024-01-11 23:32:03,NULL,1920,3a1f39ad6f009e3adea751cc525c24b2dda840c871249d4b955b666eb1acb9a9,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,SET_MEMBER,NULL,NULL,,0,0,0,SETMEMBER,2024-01-08 22:24:31,7004390,NULL,NULL
88901814,เกษ,มม,NULL,,2024-01-09 09:17:33,2024-01-09 09:17:34,NULL,1921,35ff6d60f16a84adb19cd931f8f7ca5130f9dd954c20963741eca5bcdd3e012f,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,SET_MEMBER,NULL,NULL,,0,0,0,SETMEMBER,2024-01-09 09:17:33,7004389,NULL,NULL
88901815,nattapol,srirakkullatad,hello software,,2024-01-09 09:57:46,2024-01-09 10:02:25,NULL,1922,e07f7c60440aa37cec93582a0b8ceb95a4893a698663f4ec140a5879c03bb6256151c5e7d39ee82a6d719965a9032e6c,NULL,NULL,0949599541,male,SME,1234567890123,3,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-01-09 09:57:46,NULL,be4deaths,เจ้าของกิจการ
88901816,อิ้งบวกยี่สิบสาม,อิ้งบวกยี่สิบสาม,อิ้งบวกยี่สิบสาม,,2024-01-09 10:18:48,2024-02-13 14:25:45,NULL,1923,f86906e9201b22770e433546f8cfa026c8ec833f612804b0954bd5ccf6b92084,NULL,NULL,0656748987,female,SME,,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-09 10:18:48,NULL,,เจ้าของกิจการ
88901817,ืnattanunkorn,app,Qatar Public,,2024-01-09 10:52:39,2024-01-09 15:52:38,NULL,1924,e607ee01409984bfdee50de891382a2b68f7b1b758b12a2e0362ba8a86fa8b2e,NULL,NULL,0999893839,female,SME,1223232323232,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-09 10:52:39,NULL,cakeeee,เจ้าของกิจการ
88901818,Sandy,Sand,Test,,2024-01-09 10:56:38,2024-01-09 10:58:16,NULL,1925,64acf14d1ed22ab221beb02e861498ca6ac4782832dd763f97198f8431a15c78,NULL,NULL,,prefer_not_to_say,SME,,1,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-01-09 10:56:38,NULL,,เจ้าของกิจการ
88901819,Test,Sandy,testอีกและ,,2024-01-09 10:59:20,2024-01-10 21:17:54,NULL,1926,8ad09a48960dfc2b60aad6e73d068d126ac4782832dd763f97198f8431a15c78,NULL,NULL,,prefer_not_to_say,SME,,2,NULL,3,MEMBER,1,NULL,,0,0,0,SME,2024-01-09 10:59:20,NULL,,เจ้าของกิจการ
88901820,Sandy,Test,sandysand+126@odds.team,,2024-01-09 11:02:12,2024-01-09 11:02:37,NULL,1927,d7076d75fe68314b3390e17e099bd37c6ac4782832dd763f97198f8431a15c78,NULL,NULL,,female,SME,,2,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-09 11:02:12,NULL,,เจ้าของกิจการ
88901821,Test,Test,sandysand+126@odds.team,,2024-01-09 11:04:06,2024-01-09 11:04:26,NULL,1928,0810c47c3029ae1757bc1a906314ff5d6ac4782832dd763f97198f8431a15c78,NULL,NULL,,male,SME,,2,NULL,3,MEMBER,1,NULL,,0,0,0,SME,2024-01-09 11:04:06,NULL,,เจ้าของกิจการ
88901822,test,test,test,,2024-01-09 11:13:46,2024-05-03 10:02:05,NULL,1929,fec2e677ff446c341afe593d89402b466ac4782832dd763f97198f8431a15c78,NULL,NULL,,female,SME,,3,NULL,4,MEMBER,1,NULL,,0,0,0,SME,2024-01-09 11:13:46,NULL,,เจ้าของกิจการ
88901823,แสง,จันทร์,NULL,,2024-01-09 11:20:00,2024-01-19 17:05:58,NULL,1930,62a0f0df0c57a540f88b8fcbab949b10828e5c19a31de1992e7aeed7f92e2bf2,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,SET_MEMBER,NULL,NULL,,0,0,0,SETMEMBER,2024-01-09 11:20:00,7004391,NULL,NULL
88901824,thor,asgard,Asgard Thailand,,2024-01-09 11:28:53,2024-01-09 12:44:13,NULL,1931,70abaf88b057e2a15e17e238f61af525a2c29a647e4f590c0e6b44bba2e749ec,NULL,NULL,0949599541,male,SME,1234567890123,3,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-01-09 11:28:53,NULL,be4deaths,เจ้าของกิจการ
88901825,อิงบวกยี่สิบสี่,อิงบวกยี่สิบสี่,อิ้งบวกยี่สิบสี่,,2024-01-09 11:35:12,2024-01-09 11:35:39,NULL,1932,042b8219b5e0b8b194d333f7115c8353c8ec833f612804b0954bd5ccf6b92084,NULL,NULL,0987898767,female,SME,,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-09 11:35:12,NULL,,เจ้าของกิจการ
88901826,ปภัสรา,ีนีพำนพีน,NULL,,2024-01-09 11:42:07,2024-01-26 17:47:56,NULL,1933,85cf54e83c66bd2d406d91ee26ac56126ac4782832dd763f97198f8431a15c78,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,SET_MEMBER,NULL,NULL,,0,0,0,SETMEMBER,2024-01-09 11:42:07,7004392,NULL,NULL
88901827,loki,asgard,asgard thailand,,2024-01-09 12:46:11,2024-01-09 13:41:56,NULL,1934,2bc4158d9932038a2cc1837bb3d3959da2c29a647e4f590c0e6b44bba2e749ec,NULL,NULL,0949599541,male,SME,1234567890123,3,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-01-09 12:46:11,NULL,be4deaths,เจ้าของกิจการ
88901828,ธีรวัจน์,ลินิฐฎา,NULL,,2024-01-09 13:56:53,2024-01-09 13:56:57,NULL,1935,8e95e1dad26eb80d43ab618007e473d7283f69bf98ad4aaabdac38ab23e85c75,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,SET_MEMBER,NULL,NULL,,0,0,0,SETMEMBER,2024-01-09 13:56:53,7004394,NULL,NULL
88901829,ดดด,คคค,NULL,,2024-01-09 14:03:27,2024-01-29 09:23:22,NULL,1936,d7e2ee292c2d187fea1d652ab7187e6a828e5c19a31de1992e7aeed7f92e2bf2,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,SET_MEMBER,NULL,NULL,,0,0,0,SETMEMBER,2024-01-09 14:03:27,7004395,NULL,NULL
88901830,นัทลพลร้อยห้า,ศรีรักกุลทัด,seventeen,,2024-01-09 14:04:24,2024-01-09 15:03:20,NULL,1937,6988a81f1f4720a3c4f961bd58a3d7c6a2c29a647e4f590c0e6b44bba2e749ec,NULL,NULL,0949599541,male,SME,1234567890123,3,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-01-09 14:04:24,NULL,be4deaths,เจ้าของกิจการ
88901831,Varasiri,Limprasert,Bearish,,2024-01-10 17:55:41,2024-01-10 17:56:32,NULL,1938,2323f8ec2bf7261f688918844eb238b9dda840c871249d4b955b666eb1acb9a9,NULL,NULL,0998973011,female,SME,9998887775554,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-10 17:55:41,NULL,,เจ้าของกิจการ
88901832,Test,สิบเอ็ดมกรา,11/01/67,,2024-01-11 13:38:43,2024-01-11 13:39:47,NULL,1939,a2e93fa868f5963eb87078f2f4e1fecb6ac4782832dd763f97198f8431a15c78,NULL,NULL,,prefer_not_to_say,SME,,3,NULL,4,MEMBER,1,NULL,,0,0,0,SME,2024-01-11 13:38:43,NULL,,เจ้าของกิจการ
88901833,ฉัตริน,รอดบัวทอง,NULL,,2024-01-12 09:27:27,2024-01-12 09:27:27,NULL,1940,f0ceac6240bc00c569c104c8ff0c1aed7b1b51eb8f4be662d5f57e39707ab9b3,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,SET_MEMBER,NULL,NULL,,0,0,0,SETMEMBER,2024-01-12 09:27:27,7004401,NULL,NULL
88901834,ด๊อกเต้ย,บวกแปดเดฟ,NULL,,2024-01-12 14:13:28,2024-02-06 10:56:41,NULL,1941,91cb420271816614b8e7560f09538d13dda840c871249d4b955b666eb1acb9a9,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,SET_MEMBER,NULL,NULL,,0,0,0,SETMEMBER,2024-01-12 14:13:28,7004380,NULL,NULL
88901835,ด๊อกเต้ย,บวกเจ็ดเดฟ,NULL,,2024-01-12 16:32:10,2024-01-12 22:03:12,NULL,1942,b135f0d16fc1f12a1432af6bf304a008dda840c871249d4b955b666eb1acb9a9,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,SET_MEMBER,NULL,NULL,,0,0,0,SETMEMBER,2024-01-12 16:32:10,7004379,NULL,NULL
88901836,ด๊อกเต้ย,บวกหกเดฟ,NULL,,2024-01-12 23:44:32,2024-01-12 23:44:33,NULL,1943,29cfaae11dde3707305f630460381fcddda840c871249d4b955b666eb1acb9a9,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,SET_MEMBER,NULL,NULL,,0,0,0,SETMEMBER,2024-01-12 23:44:32,7004378,NULL,NULL
88901837,Papapa,Pspspsps,hfwehfs,,2024-01-15 09:54:43,2024-01-15 09:55:30,sandysand+1819@odds.team,1944,ca6d8122e1686b7a699f40755bffee06987e0476511704d60ae92126adf55437,1,NULL,,male,SME,,2,NULL,3,MEMBER,1,NULL,,0,0,0,SME,2024-01-15 09:55:00,NULL,,พนักงานบริษัท
88901838,thanakhan,sufuta,yummy,,2024-01-15 11:48:35,2024-05-03 10:32:39,NULL,1945,6f7d361a211ce6a921e513f970ea4d3cede79b50b38f9cfe86cabcd6e46c4a8e,NULL,NULL,0934156824,male,SME,1235556546852,2,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-15 11:48:35,NULL,-,เจ้าของกิจการ
88901839,สมหมาย,สายฟ้าฟาด,สายฟ้าฟาดคอมปานี,,2024-01-15 17:38:36,2024-01-15 17:40:28,NULL,1946,3db96c83a4f4746e62e09aa3b1758982a2c29a647e4f590c0e6b44bba2e749ec,NULL,NULL,0805555555,male,SME,1234567890678,1,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-01-15 17:38:36,NULL,sommaieiei,เจ้าของกิจการ
88901840,Nana,Banana,Banana,,2024-01-16 09:47:35,NULL,NULL,1947,ea1333b548ccc6c643ef50a208ea335206e4d9afdcc35fcdd6f00b6138005c8b,NULL,NULL,,female,SME,,1,NULL,1,MEMBER,1,NULL,,0,0,0,NULL,2024-01-16 09:47:35,NULL,,เจ้าของกิจการ
88901841,Nana,Banana,Banana,,2024-01-16 09:49:34,2024-01-16 09:53:28,NULL,1948,ea1333b548ccc6c643ef50a208ea335271678eab89437f78523dea447e38777f,NULL,NULL,,female,SME,,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-16 09:49:34,NULL,,เจ้าของกิจการ
88901842,สะราฤทธิ์,มีผล,SM Shop,,2024-01-16 10:49:47,2024-01-16 11:23:33,NULL,1949,75fb0dd48db74aa4bb050fa896067f996151c5e7d39ee82a6d719965a9032e6c,NULL,NULL,,male,SME,,1,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-01-16 10:49:47,NULL,,เจ้าของกิจการ
88901843,อร่อยถูกใจ,อนามัยถูกลืม,ของดีมี จำกัด,,2024-01-16 10:59:29,2024-01-16 11:01:20,NULL,1950,97d1db481562d9b20fd8239d8481a2c1a2c29a647e4f590c0e6b44bba2e749ec,NULL,NULL,0800000000,prefer_not_to_say,SME,1241211111111,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-16 10:59:29,NULL,aroitookjai,เจ้าของกิจการ
88901844,หมู,ย่าง,ตั้งใจไหม้,,2024-01-16 13:15:42,2024-01-16 13:47:13,NULL,1951,1b66107c6fda1f19fb19445486128ed044c5d01bb9cc0cf7d468860b8b0958f9,NULL,NULL,0888888888,male,SME,8888888888888,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-16 13:15:42,NULL,-,เจ้าของกิจการ
88901845,Teerasan,Test,Bung Test 101,,2024-01-16 18:15:14,2024-01-16 18:31:01,NULL,1952,ef5532b3f848fe42007c8cafff5c4ef62690fb7c8798423ecbc714a0a18c1df3,NULL,NULL,0909211193,male,SME,1238902457238,1,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-01-16 18:15:14,NULL,bungtest,เจ้าของกิจการ
88901846,Tee,Test,Bung Test 102,,2024-01-16 18:54:29,2024-01-16 18:56:54,NULL,1953,94f137efc868760c98ae25ca8d34925697abf22833126827b2c7eaf22cd0d25a,NULL,NULL,0909211193,male,SME,1237239854728,2,NULL,7,MEMBER,1,NULL,,0,0,0,SME,2024-01-16 18:54:29,NULL,,เจ้าของกิจการ
88901847,ณัฐดนัย,แก่นยะกูล,ODDS,,2024-01-17 09:49:29,2024-01-17 10:07:45,NULL,1954,37d2960a6bafe103f5d0f000dd692c81,5,NULL,0836536262,male,SME,1909801125152,2,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-01-17 09:49:29,NULL,maaammos,พนักงานบริษัท
88901848,ภาณุพงษ์,ยาประดิษฐ,inskru,,2024-01-17 09:52:09,2024-02-19 16:31:43,NULL,1955,99d3ed4371d69c88c547a34d41e62a34,NULL,NULL,,male,SME,,2,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-01-17 09:52:09,NULL,,เจ้าของกิจการ
88901849,Mama,Mama,Mamama,,2024-01-17 09:52:10,2024-02-06 16:34:15,NULL,1956,ffe296da2c8bdb3cc9f71949e3e52487a2c29a647e4f590c0e6b44bba2e749ec,NULL,NULL,,female,SME,,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-17 09:52:10,NULL,,เจ้าของกิจการ
88901850,mamama,mamama,mamama,,2024-01-17 09:54:47,2024-02-06 16:34:56,NULL,1957,f083ec9f109c46c89bcce465821bb6f1a2c29a647e4f590c0e6b44bba2e749ec,NULL,NULL,,female,SME,,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-17 09:54:47,NULL,,เจ้าของกิจการ
88901851,Pakin,Silpasert,pakin plus one,,2024-01-17 10:04:29,2024-02-22 10:40:32,NULL,1958,70f9fec0e4797abb3787c956ee7e13dadda840c871249d4b955b666eb1acb9a9,NULL,NULL,0000000000,male,SME,0000000000000,1,NULL,3,MEMBER,1,NULL,,0,0,0,SME,2024-01-17 10:04:29,NULL,,เจ้าของกิจการ
88901852,ณัฐดนัย,แก่นยะกูล,mosoddsadd,,2024-01-17 10:10:16,2024-01-17 10:27:44,NULL,1959,809c9a55a380738a12639d68d6bbd1d8,NULL,NULL,0836536262,male,SME,0000000000000,1,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-01-17 10:10:16,NULL,maaammos,เจ้าของกิจการ
88901853,หนัง,หมู,หมูทอด,,2024-01-17 10:52:32,2024-01-17 10:57:36,NULL,1960,4853fd851eb1c758353ed0bbf103377bfbd63743603af89cf186070407461677,NULL,NULL,0999999999,male,SME,9999999999999,1,NULL,5,MEMBER,1,NULL,,0,0,0,SME,2024-01-17 10:52:32,NULL,-,เจ้าของกิจการ
88901854,ด๊อกเต้ย,บวกห้าเดฟ,NULL,,2024-01-17 15:48:06,2024-01-17 15:48:08,NULL,1961,71304106f3926e7e962484782f2d2369dda840c871249d4b955b666eb1acb9a9,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,SET_MEMBER,NULL,NULL,,0,0,0,SETMEMBER,2024-01-17 15:48:06,7004377,NULL,NULL
88901855,ป,ภ,NULL,,2024-01-17 16:32:40,2024-04-25 08:19:30,sandysand+2@odds.team,1962,292bde5dd08d00f7d50b9d7d0ce759477b1b51eb8f4be662d5f57e39707ab9b3,NULL,NULL,,prefer_not_to_say,NULL,NULL,NULL,NULL,NULL,SET_MEMBER,NULL,NULL,,0,0,0,SETMEMBER,2024-02-08 14:40:00,7004406,,NULL
88901856,เจโรม,บวกห้า,โจมเรบวกห้า,,2024-01-19 11:11:41,2024-01-19 11:26:47,NULL,1963,a82c7501d2c08f04ee2d8db3099badd2a2c29a647e4f590c0e6b44bba2e749ec,NULL,NULL,0000000000,male,SME,1231421232131,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-19 11:11:41,NULL,jerome+5,เจ้าของกิจการ
88901857,vava,vava,vava,,2024-01-19 13:22:40,2024-02-06 16:37:09,NULL,1964,e554f00016cfbf2bc0e2e8d8a4177cb1a2c29a647e4f590c0e6b44bba2e749ec,NULL,NULL,,female,SME,,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-19 13:22:40,NULL,,เจ้าของกิจการ
88901858,แมว,เหลือง,แมวป่ามีไม่จำกัด,,2024-01-19 15:55:24,2024-02-23 14:46:29,NULL,1965,a8dedf2459142ef6cfbf8892f98d44a130f9dd954c20963741eca5bcdd3e012f,NULL,NULL,0877777777,male,SME,9991999908988,1,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-01-19 15:55:24,NULL,-,เจ้าของกิจการ
88901859,เทส,เทส,test,,2024-01-20 12:29:43,2024-01-20 12:36:24,NULL,1966,3a1f39ad6f009e3adea751cc525c24b2dda840c871249d4b955b666eb1acb9a9,NULL,NULL,,male,SME,,1,NULL,4,MEMBER,1,NULL,,0,0,0,SME,2024-01-20 12:29:43,NULL,,เจ้าของกิจการ
88901860,เทสเทส,เทสเทส,เทสเทส,,2024-01-20 12:35:53,2024-01-20 12:51:19,NULL,1967,1d89b472ed602fa7956afef9d641177ddda840c871249d4b955b666eb1acb9a9,1,NULL,,female,SME,,3,NULL,4,MEMBER,1,NULL,,0,0,0,SME,2024-01-20 12:35:53,NULL,,พนักงานบริษัท
88901861,เทสเทสเทส,เทสเทสเทส,r,,2024-01-20 22:20:09,2024-01-21 21:23:24,NULL,1968,659e8b877386c588cc9f5b168139b5d5dda840c871249d4b955b666eb1acb9a9,NULL,NULL,,male,SME,,2,NULL,3,MEMBER,1,NULL,,0,0,0,SME,2024-01-20 22:20:09,NULL,,เจ้าของกิจการ
88901862,builder,odds,comp,,2024-01-22 09:38:42,2024-01-22 09:39:22,NULL,1969,0741850e2544e75b98d693a60222c7ed71678eab89437f78523dea447e38777f,NULL,NULL,1231231203,female,SME,,1,NULL,3,MEMBER,1,NULL,,0,0,0,SME,2024-01-22 09:38:42,NULL,,เจ้าของกิจการ
88901863,sararit,two,tonone,,2024-01-22 10:27:30,2024-01-22 10:54:01,NULL,1970,f9e15e33a3ff4f58e5c5a0b8d93944fc71678eab89437f78523dea447e38777f,NULL,NULL,,male,SME,,1,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-01-22 10:27:30,NULL,,เจ้าของกิจการ
88901864,coco,coco,coco,,2024-01-22 10:53:06,2024-02-06 16:38:07,NULL,1971,5ecefd31c83ee422ff7489506f4cfef6a2c29a647e4f590c0e6b44bba2e749ec,NULL,NULL,,male,SME,1234567890000,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-22 10:53:06,NULL,,เจ้าของกิจการ
88901865,nana,nineteneleven,nana nine,,2024-01-22 13:53:59,2024-01-22 13:55:17,NULL,1972,57a69b4739864510063dfea5742b2967a2c29a647e4f590c0e6b44bba2e749ec,NULL,NULL,,female,SME,1234567890000,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-22 13:53:59,NULL,,เจ้าของกิจการ
88901866,ต้น,มีผล,tonsibsong,,2024-01-22 14:25:37,2024-04-30 06:21:43,NULL,1973,578b0490d740dc3c79addbeb3781528571678eab89437f78523dea447e38777f,NULL,NULL,,male,SME,,1,NULL,3,MEMBER,1,NULL,,0,0,0,SME,2024-01-22 14:25:37,NULL,,เจ้าของกิจการ
88901867,ณัชชา,บุญยะโท,NULL,,2024-01-22 16:43:58,2024-03-22 09:19:42,NULL,1974,bf1671f38197486763c89925192dbc38afc01aa14338c1c078d80564e3061dfd,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,SET_MEMBER,NULL,NULL,,0,0,0,SETMEMBER,2024-01-22 16:43:58,7004407,NULL,NULL
88901868,เจโรม,บวกหก,เจโรมบวกหก,,2024-01-22 17:21:59,2024-01-24 14:09:59,NULL,1975,5072c15c263c8c2e491735626519d27ca2c29a647e4f590c0e6b44bba2e749ec,NULL,NULL,0000000000,male,SME,0000000000000,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-22 17:21:59,NULL,jerome+6,เจ้าของกิจการ
88901869,เทส,ระบบ,เทสวัน,,2024-01-22 17:32:21,2024-01-22 17:33:37,NULL,1976,8fcbb37d10799e6fbe6d24fd01cca99ff38a6a467299e28ef8c9e892b8e6a387,NULL,NULL,2343524560,prefer_not_to_say,SME,6543253654675,4,-,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-22 17:32:21,NULL,-,เจ้าของกิจการ
88901870,เทส,เทส,gggg,,2024-01-23 08:59:01,2024-01-23 08:59:57,NULL,1977,d4ee802cfb5d4a3f08bbbd8b6c1fba1cdda840c871249d4b955b666eb1acb9a9,NULL,NULL,,prefer_not_to_say,SME,,2,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-23 08:59:01,NULL,,เจ้าของกิจการ
